0.0	0.0	0.0	0.07119813214735302	0.00045405781968180497	0.0001435856899604534
0.01	0.0	0.0	0.07004103606189184	0.00046832108268807617	0.00014809612975703716
0.02	0.0	0.0	0.06872725988696907	0.00041850863423930127	0.00013234405046425217
0.03	0.0	0.0	0.06749407579488659	0.00047406785382125236	0.0001499134183542915
0.04	0.0	0.0	0.06599472771684362	0.0006561240090121165	0.00020748462959991321
0.05	0.0	0.0	0.06468401655625713	0.0003514139510601109	0.00011112684869088927
0.06	0.0	0.0	0.06326791730941463	0.0005717210905544421	0.0001807940832507415
0.07	0.0	0.0	0.06223786634385575	0.0004380166530914659	0.00013851302768528654
0.08	0.0	0.0	0.060712932122063676	0.0004504968611219941	0.0001424596159902059
0.09	0.0	0.0	0.059172802098940235	0.0006265254487906562	0.00019812474302376598
0.1	0.0	0.0	0.057793692843062315	0.00044518369037452993	0.00014077944387426926
0.11	0.0	0.0	0.05668432259535715	0.00043180303962059356	0.00013654811057850044
0.12	0.0	0.0	0.0551173811373334	0.0003392957565435	0.00010729473911074391
0.13	0.0	0.0	0.05383885772003537	0.00022300711705340522	7.052104243165381e-5
0.14	0.0	0.0	0.052632764004357346	0.0004257448029308031	0.00013463232792408676
0.15	0.0	0.0	0.051077858748380486	0.0004512705342235327	0.00014270427290673273
0.16	0.0	0.0	0.04998135271844832	0.0003851282304862365	0.00012178823995668041
0.17	0.0	0.0	0.04838545418278067	0.0005404531026893044	0.00017090627730030744
0.18	0.0	0.0	0.04670356325857374	0.00040234906173575147	0.00012723394495166748
0.19	0.0	0.0	0.0457767065745696	0.0005264049513997678	0.0001664638618013507
0.2	0.0	0.0	0.044494877691851856	0.0006824944538010482	0.00021582369644438748
0.21	0.0	0.0	0.04318399338932567	0.0006369462205083301	0.00020142008038421746
0.22	0.0	0.0	0.041658825711944285	0.0005241420013304408	0.00016574825415631976
0.23	0.0	0.0	0.0403107703506305	0.00034759606134830066	0.00010991952595642486
0.24	0.0	0.0	0.038780894717636835	0.0006950953486641556	0.00021980844927676094
0.25	0.0	0.0	0.037815820648787364	0.00041440776658400216	0.00013104724224688623
0.26	0.0	0.0	0.03617796624630611	0.0005009751925613073	0.00015842226597351738
0.27	0.0	0.0	0.035020113394698106	0.0006513237029856121	0.00020596663954895457
0.28	0.0	0.0	0.0336546853912637	0.0006591858403030555	0.0002084528656689673
0.29	0.0	0.0	0.03238917353952757	0.0007260826775989407	0.00022960750308063696
0.3	0.0	0.0	0.031036550704781684	0.0005954084662564986	0.00018828468915180438
0.31	0.0	0.0	0.029637790256857192	0.000532138763300902	0.00016827705232960713
0.32	0.0	0.0	0.028347471578747535	0.0005430631459549366	0.0001717316454514056
0.33	0.0	0.0	0.027071434183363757	0.0005458791465331851	0.00017262214302336723
0.34	0.0	0.0	0.025886217118961795	0.0007282011344866636	0.00023027741796964458
0.35	0.0	0.0	0.023959140900311128	0.00036423888476979813	0.00011518244882721771
0.36	0.0	0.0	0.022903237057956837	0.0006595274780318886	0.00020856090100474328
0.37	0.0	0.0	0.022066131534617887	0.0009380770079415813	0.0002966459965731258
0.38	0.0	0.0	0.020130325371733506	0.0006652420658348502	0.00021036801233938088
0.39	0.0	0.0	0.018667511948150924	0.001255947562116467	0.00039716549180238413
0.4	0.0	0.0	0.017150895972520525	0.0007527943720152908	0.00023805448253244382
0.41	0.0	0.0	0.016083000295462703	0.00043235597715920266	0.00013672296478108167
0.42	0.0	0.0	0.014752905666717404	0.0005551235175842163	0.00017554546982906556
0.43	0.0	0.0	0.013721324249858271	0.0012193537598327716	0.0003855935154561493
0.44	0.0	0.0	0.011932815066104425	0.0006614803655429316	0.0002091784582596426
0.45	0.0	0.0	0.010932821184234113	0.0003873448148977042	0.0001224891854933066
